epoch: 0	train ppl: 344.98183593718016	val ppl: 191.04588734655837	best val: 191.04588734655837	time (s) spent in epoch: 90.73107314109802
epoch: 1	train ppl: 139.90543119385802	val ppl: 147.47228266808256	best val: 147.47228266808256	time (s) spent in epoch: 90.53678894042969
epoch: 2	train ppl: 93.82053776370081	val ppl: 137.78660915990952	best val: 137.78660915990952	time (s) spent in epoch: 90.95569229125977
epoch: 3	train ppl: 69.61564463096067	val ppl: 136.48139427486606	best val: 136.48139427486606	time (s) spent in epoch: 90.95861887931824
epoch: 4	train ppl: 53.95312708892778	val ppl: 143.43439764146254	best val: 136.48139427486606	time (s) spent in epoch: 90.95200276374817
epoch: 5	train ppl: 42.83810845654858	val ppl: 156.38855329019563	best val: 136.48139427486606	time (s) spent in epoch: 90.96086049079895
epoch: 6	train ppl: 34.53111424239264	val ppl: 172.90137503341955	best val: 136.48139427486606	time (s) spent in epoch: 90.93899154663086
epoch: 7	train ppl: 28.13324153957368	val ppl: 194.06575785225314	best val: 136.48139427486606	time (s) spent in epoch: 90.92939567565918
epoch: 8	train ppl: 23.287235247790885	val ppl: 221.98173479450443	best val: 136.48139427486606	time (s) spent in epoch: 90.97811818122864
epoch: 9	train ppl: 19.571368480266877	val ppl: 255.3150241021079	best val: 136.48139427486606	time (s) spent in epoch: 90.95763993263245
epoch: 10	train ppl: 16.711288292755995	val ppl: 288.52643083582495	best val: 136.48139427486606	time (s) spent in epoch: 90.95083451271057
epoch: 11	train ppl: 14.459232733887482	val ppl: 331.8441847435655	best val: 136.48139427486606	time (s) spent in epoch: 90.94038963317871
epoch: 12	train ppl: 12.709046883513432	val ppl: 375.94102132609	best val: 136.48139427486606	time (s) spent in epoch: 90.94374799728394
epoch: 13	train ppl: 11.28976494330701	val ppl: 431.14755531793094	best val: 136.48139427486606	time (s) spent in epoch: 90.93965482711792
epoch: 14	train ppl: 10.195093319128139	val ppl: 489.35393841584437	best val: 136.48139427486606	time (s) spent in epoch: 90.96186470985413
epoch: 15	train ppl: 9.24929612583326	val ppl: 558.0422951299124	best val: 136.48139427486606	time (s) spent in epoch: 90.96295094490051
epoch: 16	train ppl: 8.483809716339644	val ppl: 626.1982139366386	best val: 136.48139427486606	time (s) spent in epoch: 90.96502709388733
epoch: 17	train ppl: 7.84322639788542	val ppl: 702.8656316207853	best val: 136.48139427486606	time (s) spent in epoch: 90.94627213478088
epoch: 18	train ppl: 7.301298333050292	val ppl: 791.1793243489968	best val: 136.48139427486606	time (s) spent in epoch: 90.90217900276184
epoch: 19	train ppl: 6.832325654395503	val ppl: 890.927611459808	best val: 136.48139427486606	time (s) spent in epoch: 90.55492949485779
epoch: 20	train ppl: 6.419362541525539	val ppl: 967.6515549989583	best val: 136.48139427486606	time (s) spent in epoch: 90.37014269828796
epoch: 21	train ppl: 6.072409056189983	val ppl: 1060.2114593157835	best val: 136.48139427486606	time (s) spent in epoch: 90.35620856285095
epoch: 22	train ppl: 5.7812988539339765	val ppl: 1175.6386211451613	best val: 136.48139427486606	time (s) spent in epoch: 90.32246494293213
epoch: 23	train ppl: 5.516912944082527	val ppl: 1306.1431244669982	best val: 136.48139427486606	time (s) spent in epoch: 90.32169532775879
epoch: 24	train ppl: 5.280254815748097	val ppl: 1447.5355697202026	best val: 136.48139427486606	time (s) spent in epoch: 90.31914830207825
epoch: 25	train ppl: 5.0610754679820875	val ppl: 1612.8407114768063	best val: 136.48139427486606	time (s) spent in epoch: 90.318514585495
epoch: 26	train ppl: 4.856052530665201	val ppl: 1761.2479865310202	best val: 136.48139427486606	time (s) spent in epoch: 90.3101544380188
epoch: 27	train ppl: 4.690802900423825	val ppl: 1878.7960172559597	best val: 136.48139427486606	time (s) spent in epoch: 90.28858184814453
epoch: 28	train ppl: 4.542733414132718	val ppl: 2126.2340590430645	best val: 136.48139427486606	time (s) spent in epoch: 90.29011654853821
epoch: 29	train ppl: 4.386768252713971	val ppl: 2274.075015600412	best val: 136.48139427486606	time (s) spent in epoch: 90.26736831665039
epoch: 30	train ppl: 4.263091640700629	val ppl: 2415.267569046536	best val: 136.48139427486606	time (s) spent in epoch: 90.25609922409058
epoch: 31	train ppl: 4.1255020087256336	val ppl: 2605.805170683775	best val: 136.48139427486606	time (s) spent in epoch: 90.2695803642273
epoch: 32	train ppl: 4.028424109541688	val ppl: 2798.418759841038	best val: 136.48139427486606	time (s) spent in epoch: 90.3067421913147
epoch: 33	train ppl: 3.9276190009942487	val ppl: 2991.7686956303055	best val: 136.48139427486606	time (s) spent in epoch: 90.31197214126587
epoch: 34	train ppl: 3.8242661637880206	val ppl: 3193.8419033876744	best val: 136.48139427486606	time (s) spent in epoch: 90.2961688041687
epoch: 35	train ppl: 3.7406208039081643	val ppl: 3341.5059560328123	best val: 136.48139427486606	time (s) spent in epoch: 90.30248713493347
epoch: 36	train ppl: 3.6550352955527834	val ppl: 3636.0295724138987	best val: 136.48139427486606	time (s) spent in epoch: 90.28558921813965
epoch: 37	train ppl: 3.580584550022242	val ppl: 3836.308445080462	best val: 136.48139427486606	time (s) spent in epoch: 90.32344651222229
epoch: 38	train ppl: 3.5026901792396163	val ppl: 4134.895029404832	best val: 136.48139427486606	time (s) spent in epoch: 90.3102159500122
epoch: 39	train ppl: 3.4403784734920144	val ppl: 4381.396969121088	best val: 136.48139427486606	time (s) spent in epoch: 90.31658458709717
