epoch: 0	train ppl: 595.3089839918101	val ppl: 410.78059620454843	best val: 410.78059620454843	time (s) spent in epoch: 617.2024862766266
epoch: 1	train ppl: 345.15432287051357	val ppl: 309.47096157141414	best val: 309.47096157141414	time (s) spent in epoch: 617.5283732414246
epoch: 2	train ppl: 268.208710208296	val ppl: 269.5531007731789	best val: 269.5531007731789	time (s) spent in epoch: 616.0760922431946
epoch: 3	train ppl: 227.86386501202952	val ppl: 243.45266395924133	best val: 243.45266395924133	time (s) spent in epoch: 616.5834867954254
epoch: 4	train ppl: 200.74636953199146	val ppl: 226.32883422225683	best val: 226.32883422225683	time (s) spent in epoch: 616.9833228588104
epoch: 5	train ppl: 180.4171572605799	val ppl: 215.09872206595438	best val: 215.09872206595438	time (s) spent in epoch: 616.5759365558624
epoch: 6	train ppl: 164.20337734783922	val ppl: 205.91419067476465	best val: 205.91419067476465	time (s) spent in epoch: 616.2078413963318
epoch: 7	train ppl: 150.82365582014975	val ppl: 199.3073822366066	best val: 199.3073822366066	time (s) spent in epoch: 616.2832319736481
epoch: 8	train ppl: 139.57427153958565	val ppl: 194.41177928386116	best val: 194.41177928386116	time (s) spent in epoch: 616.7297916412354
epoch: 9	train ppl: 130.0345267800923	val ppl: 189.32765925154203	best val: 189.32765925154203	time (s) spent in epoch: 616.2402853965759
epoch: 10	train ppl: 121.6699204970634	val ppl: 186.09012613219258	best val: 186.09012613219258	time (s) spent in epoch: 616.492830991745
epoch: 11	train ppl: 114.04963382791126	val ppl: 184.57862001537907	best val: 184.57862001537907	time (s) spent in epoch: 616.2572634220123
epoch: 12	train ppl: 107.13999511878292	val ppl: 184.14921113433337	best val: 184.14921113433337	time (s) spent in epoch: 616.7653534412384
epoch: 13	train ppl: 101.14364542119668	val ppl: 183.03087316726038	best val: 183.03087316726038	time (s) spent in epoch: 616.9267771244049
epoch: 14	train ppl: 95.48573241168698	val ppl: 183.30921296694802	best val: 183.03087316726038	time (s) spent in epoch: 614.6466991901398
epoch: 15	train ppl: 90.16977747158901	val ppl: 184.5837524418722	best val: 183.03087316726038	time (s) spent in epoch: 614.5823442935944
epoch: 16	train ppl: 85.17806559402288	val ppl: 185.16680708360968	best val: 183.03087316726038	time (s) spent in epoch: 614.5109250545502
epoch: 17	train ppl: 80.65170585852242	val ppl: 184.3611421568014	best val: 183.03087316726038	time (s) spent in epoch: 614.508038520813
epoch: 18	train ppl: 76.33889683284563	val ppl: 186.41634846757634	best val: 183.03087316726038	time (s) spent in epoch: 614.5576791763306
epoch: 19	train ppl: 72.26955005505931	val ppl: 187.89646324893397	best val: 183.03087316726038	time (s) spent in epoch: 614.6347098350525
epoch: 20	train ppl: 68.43824677257838	val ppl: 189.270932217085	best val: 183.03087316726038	time (s) spent in epoch: 614.6460556983948
epoch: 21	train ppl: 65.0291098419593	val ppl: 194.4119561976066	best val: 183.03087316726038	time (s) spent in epoch: 614.5752980709076
epoch: 22	train ppl: 61.639193788476874	val ppl: 193.88621173755809	best val: 183.03087316726038	time (s) spent in epoch: 614.4939503669739
epoch: 23	train ppl: 58.24562503417196	val ppl: 198.4732798843948	best val: 183.03087316726038	time (s) spent in epoch: 614.4990768432617
epoch: 24	train ppl: 55.31534262824214	val ppl: 199.20920909031418	best val: 183.03087316726038	time (s) spent in epoch: 614.5765686035156
epoch: 25	train ppl: 52.46214248307883	val ppl: 201.85066444522144	best val: 183.03087316726038	time (s) spent in epoch: 614.5358726978302
epoch: 26	train ppl: 49.636514226042586	val ppl: 204.39226216922708	best val: 183.03087316726038	time (s) spent in epoch: 614.4819231033325
epoch: 27	train ppl: 47.037544807031644	val ppl: 207.49681489637177	best val: 183.03087316726038	time (s) spent in epoch: 614.5102009773254
epoch: 28	train ppl: 44.605833765274674	val ppl: 213.17410925367383	best val: 183.03087316726038	time (s) spent in epoch: 614.5620119571686
epoch: 29	train ppl: 42.3634118720359	val ppl: 218.02998640207892	best val: 183.03087316726038	time (s) spent in epoch: 614.593273639679
epoch: 30	train ppl: 40.18017266022574	val ppl: 223.88894219957075	best val: 183.03087316726038	time (s) spent in epoch: 614.5899820327759
epoch: 31	train ppl: 38.23325630808972	val ppl: 227.7375006857283	best val: 183.03087316726038	time (s) spent in epoch: 614.5099823474884
epoch: 32	train ppl: 36.304196814093395	val ppl: 232.94116560339265	best val: 183.03087316726038	time (s) spent in epoch: 614.5762190818787
epoch: 33	train ppl: 34.45151966964543	val ppl: 235.99571304076707	best val: 183.03087316726038	time (s) spent in epoch: 614.5743818283081
epoch: 34	train ppl: 32.809595679934525	val ppl: 239.81215964033845	best val: 183.03087316726038	time (s) spent in epoch: 614.6515591144562
epoch: 35	train ppl: 31.212890384185442	val ppl: 246.61324811652688	best val: 183.03087316726038	time (s) spent in epoch: 614.6024148464203
epoch: 36	train ppl: 29.766948395306756	val ppl: 253.27100614033813	best val: 183.03087316726038	time (s) spent in epoch: 614.5431573390961
epoch: 37	train ppl: 28.375272230657057	val ppl: 261.68022853485843	best val: 183.03087316726038	time (s) spent in epoch: 614.3602223396301
epoch: 38	train ppl: 27.081201024125974	val ppl: 266.3184354150048	best val: 183.03087316726038	time (s) spent in epoch: 614.3308005332947
epoch: 39	train ppl: 25.859846685235414	val ppl: 276.66842453228446	best val: 183.03087316726038	time (s) spent in epoch: 614.462277173996
