epoch: 0	train ppl: 401.8658897274066	val ppl: 270.60636750578493	best val: 270.60636750578493	time (s) spent in epoch: 280.31320095062256
epoch: 1	train ppl: 208.81492575351885	val ppl: 213.66247290265676	best val: 213.66247290265676	time (s) spent in epoch: 280.92859077453613
epoch: 2	train ppl: 163.34030857668623	val ppl: 189.6147767018111	best val: 189.6147767018111	time (s) spent in epoch: 280.9905369281769
epoch: 3	train ppl: 138.61256378803026	val ppl: 178.0840456716113	best val: 178.0840456716113	time (s) spent in epoch: 278.26683831214905
epoch: 4	train ppl: 121.82838988994939	val ppl: 168.17370738361717	best val: 168.17370738361717	time (s) spent in epoch: 274.7383966445923
epoch: 5	train ppl: 109.43662462268358	val ppl: 161.31916478659974	best val: 161.31916478659974	time (s) spent in epoch: 274.78097796440125
epoch: 6	train ppl: 99.77952687856317	val ppl: 156.3187196356494	best val: 156.3187196356494	time (s) spent in epoch: 274.0490152835846
epoch: 7	train ppl: 92.0444944632732	val ppl: 153.44970137843276	best val: 153.44970137843276	time (s) spent in epoch: 273.83237886428833
epoch: 8	train ppl: 85.16414158659175	val ppl: 150.50351852407516	best val: 150.50351852407516	time (s) spent in epoch: 274.4571626186371
epoch: 9	train ppl: 79.45410950354314	val ppl: 148.14213657285157	best val: 148.14213657285157	time (s) spent in epoch: 274.21832394599915
epoch: 10	train ppl: 74.4074523109463	val ppl: 147.3360350873971	best val: 147.3360350873971	time (s) spent in epoch: 274.5765149593353
epoch: 11	train ppl: 69.86525393068428	val ppl: 147.69746993594268	best val: 147.3360350873971	time (s) spent in epoch: 273.4446818828583
epoch: 12	train ppl: 66.09244130458913	val ppl: 147.70227751336674	best val: 147.3360350873971	time (s) spent in epoch: 273.1956641674042
epoch: 13	train ppl: 62.6521564461504	val ppl: 149.19072799626596	best val: 147.3360350873971	time (s) spent in epoch: 273.20421600341797
epoch: 14	train ppl: 59.61837515111904	val ppl: 149.16271472506497	best val: 147.3360350873971	time (s) spent in epoch: 273.21378207206726
epoch: 15	train ppl: 56.693918597307324	val ppl: 148.7918675280306	best val: 147.3360350873971	time (s) spent in epoch: 273.2831177711487
epoch: 16	train ppl: 53.97536551728864	val ppl: 150.63809070339852	best val: 147.3360350873971	time (s) spent in epoch: 273.15194368362427
epoch: 17	train ppl: 51.67815258447282	val ppl: 153.66369749064808	best val: 147.3360350873971	time (s) spent in epoch: 273.19621419906616
epoch: 18	train ppl: 49.62253154648957	val ppl: 154.18431775765137	best val: 147.3360350873971	time (s) spent in epoch: 273.2623016834259
epoch: 19	train ppl: 47.74486277004978	val ppl: 155.2835988999849	best val: 147.3360350873971	time (s) spent in epoch: 273.3067924976349
epoch: 20	train ppl: 45.95560137501162	val ppl: 156.22773911022202	best val: 147.3360350873971	time (s) spent in epoch: 273.3042891025543
epoch: 21	train ppl: 44.37675807218859	val ppl: 158.49246382397195	best val: 147.3360350873971	time (s) spent in epoch: 273.34887504577637
epoch: 22	train ppl: 42.941494516846284	val ppl: 160.68559767427706	best val: 147.3360350873971	time (s) spent in epoch: 271.4730293750763
epoch: 23	train ppl: 41.624338239181675	val ppl: 163.30445520698646	best val: 147.3360350873971	time (s) spent in epoch: 267.72437834739685
epoch: 24	train ppl: 40.387805297170885	val ppl: 164.52989062519183	best val: 147.3360350873971	time (s) spent in epoch: 267.6730942726135
epoch: 25	train ppl: 39.27505281882971	val ppl: 167.56188503674818	best val: 147.3360350873971	time (s) spent in epoch: 267.8169963359833
epoch: 26	train ppl: 38.24280659736725	val ppl: 169.6102289195308	best val: 147.3360350873971	time (s) spent in epoch: 267.8611855506897
epoch: 27	train ppl: 37.26643577827755	val ppl: 170.57373779054933	best val: 147.3360350873971	time (s) spent in epoch: 267.8364329338074
epoch: 28	train ppl: 36.30029329013208	val ppl: 171.18816823801325	best val: 147.3360350873971	time (s) spent in epoch: 267.83377861976624
epoch: 29	train ppl: 35.4699065451127	val ppl: 174.4976244560584	best val: 147.3360350873971	time (s) spent in epoch: 267.8831832408905
epoch: 30	train ppl: 34.65130211590652	val ppl: 175.42708693822803	best val: 147.3360350873971	time (s) spent in epoch: 267.6193070411682
epoch: 31	train ppl: 33.9265499979729	val ppl: 178.15902103152604	best val: 147.3360350873971	time (s) spent in epoch: 267.9503262042999
epoch: 32	train ppl: 33.298121150684494	val ppl: 179.32034402955577	best val: 147.3360350873971	time (s) spent in epoch: 267.76746940612793
epoch: 33	train ppl: 32.585768564172795	val ppl: 180.43956115942592	best val: 147.3360350873971	time (s) spent in epoch: 267.88987970352173
epoch: 34	train ppl: 32.03001859422949	val ppl: 183.3804459196104	best val: 147.3360350873971	time (s) spent in epoch: 267.85249376296997
epoch: 35	train ppl: 31.398690894059225	val ppl: 183.683486926971	best val: 147.3360350873971	time (s) spent in epoch: 267.9098265171051
epoch: 36	train ppl: 30.823003471873054	val ppl: 186.84644847692093	best val: 147.3360350873971	time (s) spent in epoch: 267.97588443756104
epoch: 37	train ppl: 30.286092854691507	val ppl: 190.4341263480738	best val: 147.3360350873971	time (s) spent in epoch: 267.785986661911
epoch: 38	train ppl: 29.82702790839932	val ppl: 191.1255633572995	best val: 147.3360350873971	time (s) spent in epoch: 268.046749830246
epoch: 39	train ppl: 29.326123748367316	val ppl: 192.82822106695275	best val: 147.3360350873971	time (s) spent in epoch: 267.9077696800232
