epoch: 0	train ppl: 513.302280846467	val ppl: 246.76858261341502	best val: 246.76858261341502	time (s) spent in epoch: 296.9839463233948
epoch: 1	train ppl: 181.8473655004155	val ppl: 176.58077820649325	best val: 176.58077820649325	time (s) spent in epoch: 297.56613945961
epoch: 2	train ppl: 123.45287199809651	val ppl: 151.30529171597024	best val: 151.30529171597024	time (s) spent in epoch: 297.887576341629
epoch: 3	train ppl: 93.12524273168265	val ppl: 149.26503821460662	best val: 149.26503821460662	time (s) spent in epoch: 298.24805879592896
epoch: 4	train ppl: 73.36547389253406	val ppl: 150.44206432972834	best val: 149.26503821460662	time (s) spent in epoch: 294.2949779033661
epoch: 5	train ppl: 58.70415288609526	val ppl: 159.2108575294851	best val: 149.26503821460662	time (s) spent in epoch: 292.53503942489624
epoch: 6	train ppl: 47.507770611777836	val ppl: 173.79108277774205	best val: 149.26503821460662	time (s) spent in epoch: 292.55919194221497
epoch: 7	train ppl: 38.881827585047255	val ppl: 195.22356097851713	best val: 149.26503821460662	time (s) spent in epoch: 292.31721019744873
epoch: 8	train ppl: 31.932668586057883	val ppl: 218.09552209399257	best val: 149.26503821460662	time (s) spent in epoch: 292.360901594162
epoch: 9	train ppl: 26.335084107396305	val ppl: 249.4320225538485	best val: 149.26503821460662	time (s) spent in epoch: 292.46107029914856
epoch: 10	train ppl: 21.901382713415227	val ppl: 291.0234804278799	best val: 149.26503821460662	time (s) spent in epoch: 292.53961849212646
epoch: 11	train ppl: 18.31953540853236	val ppl: 340.0940917195667	best val: 149.26503821460662	time (s) spent in epoch: 292.5623035430908
epoch: 12	train ppl: 15.49074429423326	val ppl: 398.4321860293938	best val: 149.26503821460662	time (s) spent in epoch: 292.55921173095703
epoch: 13	train ppl: 13.201652265612648	val ppl: 460.7274228840909	best val: 149.26503821460662	time (s) spent in epoch: 292.59183740615845
epoch: 14	train ppl: 11.323415844417326	val ppl: 549.8147425694011	best val: 149.26503821460662	time (s) spent in epoch: 292.64165711402893
epoch: 15	train ppl: 9.223675822639072	val ppl: 643.5355426401921	best val: 149.26503821460662	time (s) spent in epoch: 292.6641924381256
epoch: 16	train ppl: 7.3094142659965105	val ppl: 734.6789748069527	best val: 149.26503821460662	time (s) spent in epoch: 292.7961354255676
epoch: 17	train ppl: 5.973557350997371	val ppl: 803.3308749333823	best val: 149.26503821460662	time (s) spent in epoch: 292.89667892456055
epoch: 18	train ppl: 5.171998615010984	val ppl: 832.380682091872	best val: 149.26503821460662	time (s) spent in epoch: 292.84849524497986
epoch: 19	train ppl: 4.775772915269687	val ppl: 828.7344812043484	best val: 149.26503821460662	time (s) spent in epoch: 292.97025775909424
epoch: 20	train ppl: 4.599571849758034	val ppl: 813.2693006582876	best val: 149.26503821460662	time (s) spent in epoch: 292.8571398258209
epoch: 21	train ppl: 4.511417207601629	val ppl: 805.3848012850606	best val: 149.26503821460662	time (s) spent in epoch: 292.9360635280609
epoch: 22	train ppl: 4.452207657187665	val ppl: 801.3531392577225	best val: 149.26503821460662	time (s) spent in epoch: 292.894403219223
epoch: 23	train ppl: 4.427813610734316	val ppl: 799.1100716274485	best val: 149.26503821460662	time (s) spent in epoch: 292.7980742454529
epoch: 24	train ppl: 4.4180069083686435	val ppl: 798.3963232604304	best val: 149.26503821460662	time (s) spent in epoch: 292.82193517684937
epoch: 25	train ppl: 4.418270157189155	val ppl: 798.2515571906931	best val: 149.26503821460662	time (s) spent in epoch: 292.80935549736023
epoch: 26	train ppl: 4.419245645047934	val ppl: 798.2227874831799	best val: 149.26503821460662	time (s) spent in epoch: 292.846666097641
epoch: 27	train ppl: 4.424543835488507	val ppl: 798.2194848597185	best val: 149.26503821460662	time (s) spent in epoch: 292.7134253978729
epoch: 28	train ppl: 4.414115044059078	val ppl: 798.2192447759218	best val: 149.26503821460662	time (s) spent in epoch: 292.84744119644165
epoch: 29	train ppl: 4.413982125401269	val ppl: 798.2192974772372	best val: 149.26503821460662	time (s) spent in epoch: 292.82017254829407
epoch: 30	train ppl: 4.421444509481801	val ppl: 798.2192681987281	best val: 149.26503821460662	time (s) spent in epoch: 292.7983124256134
epoch: 31	train ppl: 4.418804965508772	val ppl: 798.2192857658335	best val: 149.26503821460662	time (s) spent in epoch: 292.81788969039917
epoch: 32	train ppl: 4.411994552214703	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 293.0240218639374
epoch: 33	train ppl: 4.4125720236394805	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 292.986013174057
epoch: 34	train ppl: 4.410553051467232	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 293.06085109710693
epoch: 35	train ppl: 4.415364769582449	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 292.9231262207031
epoch: 36	train ppl: 4.421290703510504	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 293.21785140037537
epoch: 37	train ppl: 4.413204405394214	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 293.13059163093567
epoch: 38	train ppl: 4.4143201272819015	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 293.33050990104675
epoch: 39	train ppl: 4.411756730553735	val ppl: 798.219291621535	best val: 149.26503821460662	time (s) spent in epoch: 293.278156042099
